390,770,,<PyQt4.QtGui.QListWidgetItem object at 0x1665290>,
718,718,,<PyQt4.QtGui.QListWidgetItem object at 0x1665050>,
130,243, Ah finally. neat and clean,<PyQt4.QtGui.QListWidgetItem object at 0x1303a70>,
260,340,,<PyQt4.QtGui.QListWidgetItem object at 0x1665170>,
